published_at,updated_at,like_count,text
2021-10-09T17:22:02Z,2021-10-09T17:22:02Z,0,"its the same here in belgium. we call them &quot;sorteer straatjes&quot; (sorting streets or recycling streets). it has made life quite a bit easier for many, especially for the disabled people who in the past always had to bring the big trash can to the front or had to rely on others to do it for them cause they were simply unable to. now they can go to the cafe to drink their morning coffee and on the way there, they simply drop their small bag of trash from 1-3 days old in the correct container."
2021-10-08T14:45:25Z,2021-10-08T14:45:25Z,0,"So instead of just taking my bin to the curb 20 feet outside of my house, once a week, you want me to walk half a mile to drop off my trash every single day?! All this too avoid racoons which can be defeated by putting a cinder block on top of your bin. Seems a little ridiculous for a little &quot;convenience&quot;"
2021-10-08T13:50:34Z,2021-10-08T13:50:34Z,0,"And the US pays tons of money on vastly overpriced contracts to have recycling separated and picked up, and almost 100% of it is not recycled. We also have vastly overpriced landfills. Huge foul smelling mountains rising up in town."
2021-10-08T05:02:44Z,2021-10-08T05:02:44Z,0,"Years ago here in Sydney there was a proposal to build an underground vacuum tube garbage disposal system in the city. Nothing ever came of it. On the street rubbish bins would be &quot;bottomless&quot;, garbage would fall into a large vacuum tube and be sucked along for miles to some sort of recycling disposal center. Buildings would all be connected to the same system. I&#39;m not sure if it was the cost or the engineering that killed it. Probably both. I like this system; I just wonder if it&#39;s effective in spread out suburban locations."
2021-10-06T05:51:35Z,2021-10-06T05:51:35Z,0,"I live in Spain and garbage is collected nightly here from public dumpsters, which are sometimes underground. The underground ones are great in summer to prevent the streets smelling like trash, as well as preventing people rummaging through them and creating a mess. The only downside to this system is the lack of individual accountability when it comes to recycling, as people can get away with recycling incorrectly (or not at all), whereas back in ireland you can get fined for putting non recyclables in your personal recycling wheelie bin."
2021-09-12T19:44:54Z,2021-09-12T19:44:54Z,0,"As a Hamiltonian, I&#39;ve never once had an animal problem with my garbage, recycling, and green bin. Tsk tsk"
2021-09-08T19:18:20Z,2021-09-08T19:18:20Z,0,"We had a similar system downtown in Winnipeg for years. Only the bins were on the surface and served 5-10 houses each, emptied on a regular basis. They were taken away in 2014, when the city went to a unified system of wheeled garbage and recycling carts that you have to put out weekly on garbage day. Yard waste is also collected every other garbage day during spring, summer, and fall, but you have to provide the bags. Apartments and townhouse complexes have their own, private systems. We also have 3 central depots where you can drop off your waste. And before covid, there were two giveaway weekends per year where you could put reusable unwanted items out to the curb for anyone who wanted to take."
2021-09-07T19:58:30Z,2021-09-07T19:58:30Z,0,"I live in a Portuguese city, and I&#39;m glad the days of smelly open back garbage trucks with 2 people also on the back of it to pick up bags of trash placed on the sidewalk are long gone: 1 person in a truck picks garbage and recycling bins almost every day or every odd week respectively, just like it is shown in this video, and oversized garbage is also collected according to the rules of each municipality.I&#39;m still unaware of the existence around here of those fancier garbage bins that tell the garbage company that the bins are getting full, though I suppose that would mean to constantly alter the garbage routes they have already well established.Also, we still don&#39;t have those brown composting bins and when reaching the city outskirts, it&#39;s pretty much like in the old garbage days and ordinary street garbage bins..."
2021-08-18T07:35:09Z,2021-08-18T07:35:09Z,0,"My partner&#39;s on home dialysis - which generates a ton of trash. We missed garbage day last week. I finally took all the trash out to the bin from where we keep it in the kitchen this past weekend (cuz he&#39;s disabled and my hips don&#39;t like the stairs). The trash bin is now completely full and we&#39;ve still got more trash to take out, plus we share the bin with our neighbor (we live in a duplex). I need to take all the cardboard out to the curb too, but at least that was always going to go next to the bin. At least our trash is picked up once a week here.For those wondering about recycling, all of it is collected by the trash ppl at the same time and then the county hires ppl to sort the trash into recycling, what can be burned, and what has to go to a landfill. Frankly, I prefer it to having to sort out recycling myself. Plus, I&#39;ve never lived anywhere that the landlord pays for recycling collection anyway (in a different county where that would actually matter), so I would have to take my recycling to the recycling center myself - which wasn&#39;t along any bus lines so I had to drive to get there."
2021-08-15T15:48:05Z,2021-08-15T15:48:05Z,0,"We have the same system for a long time in Portugal, at least in the cities. It&#39;s a real solution. The only problem we encountered this pandemic was the fact that, due to the immense amount of deliveries and the common card box, we needed to find a recycling bin that was not full. Most of Europe uses that same system nowadays."
2021-07-25T06:06:24Z,2021-07-25T06:06:24Z,0,"If you think garbage day is confusing in London, ON try living in a random development in a tiny part of any city in the US where trash days and recycling days and how they alternate are entirely dependent on whatever private company trash collection company was most successful at bribing that development"
2021-07-20T18:18:49Z,2021-07-20T18:19:41Z,0,They only pick up recycling every other week in Toronto?  That&#39;s crazy and seems to defeat the purpose for me.  Here in Vancouver we have green bins for organic waste. So there&#39;s way less garbage and that&#39;s why the garbage comes every other week.But that means we have 3 trucks every two weeks and still have Trash Pandas.
2021-06-26T08:27:10Z,2021-06-26T08:27:10Z,0,in Canada you cant trust people to throw recycling in the proper bins. any public area with a recycling bin next to trash bins is full of both.
2021-06-23T09:13:43Z,2021-06-23T09:13:43Z,1,"In the UK we have a blue bin for recycling, a green for food waste and brown for garden waste. There&#39;s a weekly collection but they alternate blue+green one week and brown the next."
2021-06-22T06:05:43Z,2021-06-22T06:05:43Z,0,"i think this concept works when people are considerate of what they&#39;re throwing out, and separate plastics, glass, etc. for recycling, but if not, the volume of garbage will be too great"
2021-06-22T05:45:24Z,2021-06-22T05:45:24Z,0,The way the title was setup it sounded like everyone was recycling. I got bamboozled
2021-06-17T04:50:30Z,2021-06-17T04:50:30Z,0,"Here in Sydney, the garbage gets picked up once per week. We’ve got three types of bins. A yellow for recycling, red for general landfill garbage and a green for green waste, such as trees, plants and etc… The state government now wants to add an adicional one which will be light blue for food waste."
2021-06-16T00:04:32Z,2021-06-16T00:04:32Z,1,"In Japan the garbage and recycling system is not the best compared to this. Recycling is maybe once a month, twice if lucky.There are almost NO! public trash bins, it’s ridiculous!"
2021-06-14T21:07:04Z,2021-06-14T21:07:04Z,0,"I wish there was better recycling where i live. I don&#39;t have garbage day, though you can pay to have the city come put up your trash. I just take it to a waste management facility. There are some bins for metal and plastic. But not glass, cardboard or other recyclables. Its only five miles away."
2021-06-14T19:23:43Z,2021-06-14T19:23:43Z,0,Toronto picks up the compost weekly. Once you put all the food and other organics and rinse out the recycling properly you shouldn&#39;t have problems with animals. Well at least i don&#39;t and I live in a rural area outside Toronto with lots of animals.
2021-06-14T14:35:47Z,2021-06-14T14:35:47Z,0,"No recycling there, I saw him throw away recyclables, cans and bottles here have a monitory value."
2021-06-13T07:25:30Z,2021-06-13T07:25:30Z,0,"Dubai used to have a system of large street bins, then changed to every house having there own black and green bin. Due to the heat  they collect the rubbish every day and recycling every 2 days."
2021-06-13T02:01:55Z,2021-06-13T02:01:55Z,0,Here in England we also do rubbish and recycling on alternative weeks. Luckily we don&#39;t have any wildlife here. The odd fly /spider and bird. Rarely a fox. That&#39;s literally it for us.
2021-06-12T11:51:22Z,2021-06-12T11:51:22Z,0,Another advantage is that paper garbage doesn&#39;t sit out in the rain. Most municipalities just dispose of wet paper directly into landfill because there&#39;s no market for it. So much of your recycling efforts end up being for naught.
2021-06-12T02:59:34Z,2021-06-12T02:59:34Z,30,"In towns and cities in Australia we have similar to what you showed being carried down the stairs. Known locally as &quot;wheelie bins&quot;, for obvious reasons. We commonly also have large plastic boxes or, sometimes, additional wheelie bins, for recycling. My family and I live in rural Australia and there is no rubbish collection. Instead, we have to take our rubbish to a collection point, about twelve kilometres from our property, where there are several large skips, which are emptied twice a week. Thankfully, we don&#39;t have trash pandas. Just poisonous snakes and spiders."
2021-06-12T00:22:29Z,2021-06-12T00:22:29Z,0,"Here in Spain there is no garbage day. We simply have containers in the streets. People use them and then trucks come at night. Forgive me, but I don&#39;t understand why not every place does it like that. I&#39;m sure I&#39;m missing something and would simcerely appreciate an explanation.BTW, some neighbourhoods here also have underground containers. And it is also true that, sadly, recycling is still not Spain&#39;s forté.Interesting stuff, how something apparently so simple is not simple after all ^^"
2021-06-11T17:43:11Z,2021-06-11T17:44:37Z,0,"Amsterdam&#39;s system picks up slowly, and therefore not too efficiently - they need circular/cylindrical containers, firstly.  North American systems are designed to handle way more volume.What would&#39;ve been nice, is slow-combusting trash incinerator; finally leading to a pick-up by a truck.  it would probably be gas, and then electric fired. the Smoke particles would have to be dry-filtered, using centrifugal/electric forces and finally a rough filter.Doing it this way, makes for much tidier environment.  Recycling would have to be separate - if it can be monetized, even better.In terms of Green-ecology, the governments should off-set with tree planting, and pneumatic wind-turbines, to &#39;fuel&#39; a hydrogen-electric economy; high-speed rail, smaller vehicles (large fuel tanks)...etc."
2021-06-11T17:15:15Z,2021-06-11T17:15:15Z,0,"Trash day is not an inconvenience. All you have to do is put garbage by road and take it  back. Idk why he thinks it’s like running a marathon. Making constant visits to and from that little container is much more taxing, rather than walking outside and making less trips father than the end of yo driveway"
2021-06-11T09:01:48Z,2021-06-11T09:01:48Z,0,Wealth can provide a lot of conveniences. Fancy that
2021-06-11T03:06:33Z,2021-06-11T03:06:33Z,0,"This a bad option cus no recycling. Recycling is good, mix trash trowing = bad"
2021-06-10T17:17:03Z,2021-06-10T17:17:03Z,0,Why would you carry those big containers up and down 20 stairs when you could leave the containers close to the road and bring your trash/recycling to the container when you passed doing other activities? Did you bring the containers into your home also? It&#39;s like the same example you gave.... pen vs pencil. (Making things more complicated than it needs to be).
2021-06-10T16:33:10Z,2021-06-10T16:33:10Z,0,So you think a better way to do it is for you to have to carry a fucking bin bag and your recycling down to the bottom of the street and in some cases some other street everytime you have to change a bin bag at home or when the recycling bag you use gets full? ridiculous. Good idea if there was one right near your house but at the bottom of your road everytime you change a bin bag thats just ludicrous! and that would be worse for large families who have to change the bin more often.
2021-06-10T14:56:06Z,2021-06-10T14:56:06Z,1,"How is this easier than putting a wheelie bin out, and loading in a bottle one by one in to the recycling looks like it would get old very fast"
2021-06-10T04:38:04Z,2021-06-10T04:38:38Z,0,"In the city of St Louis, trash, recycling, and yard waste are collected in communal dumpsters in the alley. Granted they’re not underground so on summer days they can definitely raise a stench."
2021-06-10T00:50:27Z,2021-06-10T00:50:27Z,1,"Amsterdam is an advanced civilization, in NYC, almost EVERY TRASH CAN is filled to the brim, stuffed with household/commercial garbage of any kind imaginable, Recycling is nothing more than a &quot;feel good&quot; myth, deranged people FLIP or KICK out the trash can upside down nightly with impunity. In Taiwan, they don&#39;t even allow public trash cans in most places, and in Japan, forget about it! America has so many people shit where they sleep it&#39;s becoming so disgusting moving out becomes the only option."
2021-06-09T14:08:07Z,2021-06-09T14:08:07Z,0,These little bins would never be big enough for my trash bags.  Also it’s much easier to put all the recyclables in one bin rather than one bottle at a time.  Here in North Texas we have always had garbage pickup twice a week and recycling once a week with no problems.  We also have twice a year pick up for large items.  Bet they don’t have that in Amsterdam.
2021-06-09T02:09:33Z,2021-06-09T02:10:20Z,3,"Meanwhile, here in the states, you merely roll out your bins and roll them back up every Wed/Fri or whatever. Takes very little time, no carrying your waste around, few places where critters cause issues (I see raccoons in my area semi-frequently and they&#39;re NEVER getting into the bins, maybe apartment complex dumpsters but that&#39;s it), and overall things are clean and convenient.But hey, overcomplicate and inconvenience taking out the trash all you&#39;d like to, Amsterdam."
2021-06-08T18:04:36Z,2021-06-08T18:04:36Z,0,You have &quot;Trash Pandas&quot;.... where I live we have &quot;Blue bin Bandits&quot; or &quot;Plastic Pirates&quot;.   People on welfare that go around and raid peoples recycling bins for beer/soda cans and beer/liquor bottles so they can get the deposit on the returns.  They know the recycling days and come down the street with a trailer pulled by a electric scooter collecting cans and bottles out of the bins.  So they can use the extra cash to buy alcohol and smokes.
2021-06-08T17:12:26Z,2021-06-08T17:12:26Z,0,"In sweden we have small &quot;pens&quot; where we put all our garbage bin, and if we want to get rid of bigger things we have recycling centers where you can bring anything, you get 3 times per year i believe to go there per adult person, so if you need to throw away alot of those types of stuff, it MIGHT get annoying storing enough to go for a &quot;clean up run&quot;, but i have not heard or noticed anyone needing to go more than 3 times per year per person, so it works quite well. And since you can get rid of everything there you just put it at a specific place and you are done, no need to do anything special or anything, they take care of it all to recycle it."
2021-06-08T11:31:12Z,2021-06-08T11:31:12Z,0,Its definitely a great way of doing it specially in urban areas its clean neat and and more efficient to pick up. The bin set up in the US is at least in the suburbs its fine trash its once a week recycling every other week and special dates for leaves. Plus you get a calendar if you can’t remember.
2021-06-08T06:07:02Z,2021-06-08T06:07:02Z,0,But what about diapers I have heard that the UK as well as a few other countries are trying to recycling them. But what about Amsterdam?
2021-06-07T18:32:21Z,2021-06-07T18:32:21Z,0,&quot; We have no garbage day in AhMsterdam&quot; yes you do but because you do not have to deal with it you think there is none. You wish to know why recycling and garbage fails in America and Canada? Because we pay for it and the companies who provide the service are in it to make a profit and provide stocks. meanwhile in AHMsterdam you pay more taxes which provide for that service. A prime example of recyclables in California is you get this tiny fucking tub that barely holds 30 crushed aluminum cans and are expected to put ALL your recyclables into it the not to mention you are paying for this &quot;service&quot; with no kick back on the value of the recycled material. Putting giant &quot;kiosks&quot; fixed this somewhat then the cities that put out the kiosks got tired of homeless people breaking into their kiosks so they removed them...hmm who&#39;d think that the cities were making money off something people were giving them for free and then bitching about people who had no money &quot;stealing&quot; their free money. The problem comes down to American and Canadian cities being run by idiots who do not understand how to run a city properly and think of  garbage and a hinderance and not a service...unless it makes them free money to which they will go to any lengths to keep.
2021-06-07T18:28:23Z,2021-06-07T18:28:23Z,0,"In some American college campuses, there are recycling compactors like the ones in this video. However, in my experience, they are still riddled by unwanted visitors - not crows or raccoons, but by wasps! It gets crazy in the spring and fall. I find the indoor trash rooms in dorms and apartment buildings to be very useful for the people living in these buildings (you don&#39;t even have to worry about going outside!). But having also grown up in a household, I do also dread having to take out the trash every Tuesday."
2021-06-07T00:40:29Z,2021-06-07T00:40:29Z,0,"We get garbage pick up twice a week and yard waste once a week.  Bulk pick up once a month and special bulk pick up twice a year.  The bulk pickups my cost you extra.  Recycling is put in blue bags and tossed in with all the rest.  We can even through some medical waste in the trash, but it must be marked as such and not in a trash bag."
2021-06-06T23:02:55Z,2021-06-06T23:02:55Z,0,"We don&#39;t have garbage day in North Carolina either. There are two piles - stuff that burns (&quot;recycling&quot;) and stuff that stinks. The paper/cardboard gets torched about every 2 weeks, and the ash goes in the compost pile. The actual garbage goes just down the street to the &quot;dump&quot;, which is more of a transfer station with a giant dumpster/compactor. Free to use, open 7 days a week. Don&#39;t have to go to the dump very often, food waste normally gets thrown out into the yard through the window where it is always gone by morning.The fancy people can still pay to have a can picked up, but it&#39;s not very common. I think the garbage company only has one truck.I can&#39;t understand why people cram themselves into cities..."
2021-06-06T17:00:35Z,2021-06-06T17:00:35Z,0,"Not really difficult to figure out if it&#39;s recycling day or not.  Just simply look outside, if you see no recycling bins, its a regular day."
2021-06-06T16:56:29Z,2021-06-06T16:59:59Z,1,"Where I live you have to have 2 containers, one for recycling and one for garbage.  We had to buy a second garbage cart because of our volume, at $75 and wait a month to get it.  And woe betide if your lid is open even one inch; they refuse to take your garbage, leaving it to sit in the Florida sun and marinate another week.  After one hurricane a freezer&#39;s worth of food sat in the cart for 2 weeks and the stink was monumental.  And, you have to know which week is yard trash and which is household bulk trash, and if you get it wrong there it sits.  Unless of course you haul it back off the curb and store it.  Our so-called recycling is a joke.  They won&#39;t take glass, they don&#39;t want boxes broken down, and what they do take is baled and left sitting in a former landfill.  Before Waste Connections took over and we had to pay $175/yr for piss-poor service, we had twice a week pickup and MUCH better service.  But this is our county commission&#39;s idea of &quot;progress&quot;.  Progress SUCKS!"
2021-06-06T14:35:11Z,2021-06-06T14:35:11Z,0,"Amsterdam smells So bad though, every city I&#39;ve been in with these systems smells really bad. I hate big cities. I use a pay as you go bin service. Recycling and waste are colleted every other week. Those gross underground bins while undeniable convenient need ventilation to not explode, thus releasing those lovely aromas around the city on nice hot days."
2021-06-06T12:44:10Z,2021-06-06T12:44:10Z,0,"In Lisbon we have a combination of both. Buildings have a trash bin like those in the US or Canada but it&#39;s picked up every day (this can also be a problem because since it&#39;s picked up everyday, people just leave their bins outside which is ugly and sometimes smelly). Recycling is done in the same fashion as in the Netherlands and there is usually always one nearby."
2021-06-06T12:04:17Z,2021-06-06T12:04:17Z,1,i watched this video to get to know what the fuck is a trash day. yall... americans take the trash out as in The Bin out?? I just put them in the dumpsters we have or to the nearest grocery shop that has the recycling dumpsters at the back of the parking lot
2021-06-06T09:09:08Z,2021-06-06T09:09:08Z,0,"In Switzerland it is also something very well spread out especially in cities less likely in villages. There is one for garbeg, Pet, Paper, Aluminum coffee/tee capsule, aluminium and steel cans recycling is pretty big here and improving !"
2021-06-06T08:11:34Z,2021-06-06T08:11:34Z,1,"While I agree that this system offers an elegant solution to keep the streets free of the clutter of bins and bags full of smelly waste, there’s one thing you haven’t mentionned in your video: how is this paid for?Everywhere I’ve lived, the cities imposed taxes for garbage collection. I’ve seen different systems to finance this operation. Some cities impose quotas, where you pay a fixed amount per year and you’re either allowed a certain volume of bags per pickup (or one bin per household), or a limited number of pickups per year, or limited to a certain total weight of waste collected (bins have microchips and your waste is weighed on pickup). Anything exceeding the defined quota will result in a surcharge at the end of the year.Other cities have you pay proportionally for what you put out by having you put your waste in official bags which cost a ton (this is how the taxes are collected in this scenario). The more you sort, reuse and recycle, the less you’ll need to pay. Throwing away household garbage in public bins is prohibited as those are not subject to any of these forms of control. You can be severely fined for bringing a bag out of your home and throwing it on the public bins intended for pedestrians to throw their chocolate wrappers and such.In a system where garbage bins are in public space and shared by everyone, how can you pinpoint and make responsible people who fail to sort their trash, or throw away excessive amounts of waste? What’s in place to reward people for reducing their household waste by recycling more or composting? There don’t seem to be any forms of control on any of that. I can only image a per-capita or per-household fixed tax to handle the overall costs of the operation divided evenly. I’m not convinced this system will help reduce overall waste or improve sorting or adopting ecological behaviour. It just takes the garbage out of sight, and no one can actually tell how good or bad the situation is, and no one needs to take responsibility for being trash at sorting trash."
2021-06-06T06:53:27Z,2021-06-06T06:53:27Z,0,We have this is every neighbor In Stockholm. I think they’re is 3 including glass and paper and food recycling
2021-06-05T21:57:14Z,2021-06-05T21:57:14Z,0,"I don’t have Racoons to deal with but foxes are pretty resourceful creatures.Where i live i am on the two weekly rotation, trash &amp; recycling every other week, paper+card box &amp; the waste food bin every week.It’s not rocket science as my bin is at the end of my drive way just inside the gates, i cut out the hedge to accommodate my bins.This is typical of Amsterdam, they are all so bloody stoned they don’t know what day of the fucking week it is so this is probably the only solution."
2021-06-05T09:13:59Z,2021-06-05T09:13:59Z,0,My city does trash twice a week(which days depends on your street) and recycling on one of those days every week
2021-06-03T20:58:13Z,2021-06-03T20:58:13Z,0,"Ugh, yes, our recycling was only collected once every two weeks at my previous home, and it became such an ordeal. Missing it was a HUGE problem, and we had too much recycling for that schedule to work well anyway. We were ALWAYS full and basically hoarding recycling around the house."
2021-06-03T07:54:37Z,2021-06-03T07:54:37Z,0,"Very interesting but I don&#39;t see how this would work in, for example, my home of Perth, Australia. You&#39;d have to lug kilos of rubbish to bins that would probably be 500 meters to a km away. We just don&#39;t live close enough together for this to be practical. Plus, because our blocks are bigger, we have lots of green rubbish (branches, leaves) which get composted along with your food. We have three bins: small red (for just rubbish: dirty nappies, unrecyclable plastics, stuff that can&#39;t be recycled nor composted), large yellow (for recycling; can&#39;t add soft plastics now though, need to go to your supermarket) and large green (composting food and plant materials). We don&#39;t have a need either, no animals get into the bins."
2021-06-03T07:33:19Z,2021-06-03T07:39:57Z,1,"The rubbish is pretty much the same as Toronto in New Zealand. We have similar bins but I think the recycling is every fortnight, the regular rubbish is every week and the green rubbish is once a month. You used to have to buy your own rubbish bins but a few years ago the government started paying for them and they came around and put stickers on everyone’s rubbish bins on rubbish days that had their address on them. We don’t really have any wildlife that get’s into the bins (maybe possums if you live in the bush) but the bins often get blown over by the wind on rubbish day."
2021-06-02T10:13:16Z,2021-06-02T10:13:16Z,0,"in larger cities you have underground containers, but in smaller ones everyone still uses trashcans.though it is not as horrible up as in other countries. where you see rows of trashbins.mainly due us still recycling a lot, but in the USA they put everything together. causing more trash buildup"
2021-06-01T19:26:00Z,2021-06-01T19:26:00Z,1,They are Recycling Pandas not Trash Pandas. It isn&#39;t their fault you don&#39;t compost and sort your garbage right.
2021-05-20T16:41:15Z,2021-05-20T16:41:15Z,43,"Heyo! Dutch sanitation worker here! I actually empty these for a living (though not in Amsterdam) here&#39;s a couple fun facts for those of you who are interested;- The containers for glass, packaging, paper, and textiles are usually grouped together in so-called &#39;recycling islands&#39; or &#39;recycling streets&#39;. These containers are emptied on a shedule like mentioned in the video. Ideally, the truck comes by when the container is just about full.-The &#39;waste&#39; containers (for non-recyclables) operate on a pay-per-click system, using a contactless household-bound smart card. The card opens the drum once, after which you can put a 60 or 30L bag in, and close it, which rotates the drum so the bag falls into the container.-The container registers this action as one &#39;click&#39; and it knows how many clicks it can take before it&#39;s full. Once it&#39;s at about 60%, it sends a signal to HQ and gets put on the route for the next day. -When the truck comes by to empty the waste containers, after putting it back into the ground, the worker will swipe a special badge over the container display, resetting the &#39;click counter&#39;.-Using this system, the trucks only head out to 60-100% full containers, maximizing efficiency, and in our case, one truck is enough to cover 90.000 inhabitants on a 5-day 8-hour shedule.-Containers can have many different mechanisms for lifting and discharging via truck-mounted crane! In the video, you see the so-called &quot;mushroom&quot; system, allowing the operator to empty the container and put it back into the pit, all without having to do ANY manual labor.-Waste containers only need a small solar cell to power the locking mechanism and the click counter!-Compactor containers like the one in the video are powered by a power supply that&#39;s mounted inside the pit. These containers have a screw compactor inside, and a laser tripwire that activates it when an x amount of bags have been dropped into the container!-Depending on the company, area, and circumstances, crane trucks can empty between 50 and 120 containers per day! Trucks are typically operated by one person, who drives the truck to the various locations, gets out, and empties the containers via remote-control truck-mounted crane.-Our trucks (like most in the business) have crane-mounted weighing systems, that can weigh a container in the air, once when full, and once when empty. This way, using geodata, the system knows which container we&#39;re loading based on our current location, and keeps track of the volume of each container when emptied. This data is then used to optimize routes, and move the emptying times backward or forward on the shedule as needed."
2021-05-20T07:22:48Z,2021-05-20T07:22:48Z,0,Rubbish and recycling is fortnightly in the uk too.
2021-04-28T00:37:56Z,2021-04-28T00:37:56Z,0,"It&#39;s funny because i live in Cannes, France and we have garbage day everyday of the week except Sundays and on Tuesday and Friday it is recyclingSeems weird we have 6x less garbage to worry aboutPs, we too have solar powered compacting city trash can and i haven&#39;t really seen them outside of France"
2021-04-24T09:09:13Z,2021-04-24T09:09:13Z,0,"the only inconvenience i can imagine is furniture and larger items, or larger bags in general. i dont think the american trash system could adapt over night."
2021-04-17T04:51:35Z,2021-04-17T04:51:35Z,2,My recycling bin actually got chewed up by animals trying to get in...
2021-04-14T03:29:45Z,2021-04-14T03:29:45Z,0,"In France, we have both communal bins such as these, as well as ones in our buildings. I&#39;m not sure what people do when they have houses, because not many people do in cities, and then in smaller towns or villages, I don&#39;t know what the schedule for bin pick-up is. But in cities, apartment buildings will have a certain amount of general waste and recycling bins, which the company who is in charge of cleaning the building will take out when needed. The bins are usually in a closed space, next to the garage if there&#39;s one, and if there isn&#39;t, they&#39;ll be in a designated space everyone in the building can access, and which is usually sheltered in some way. I have no idea what the schedule is in my city, but I know the bins are usually picked up quite late at night or early in the morning, to avoid being in everyone else&#39;s way, unlike in Australia, where they come around during the day, which also means the bins stay outside all day long, often all night long too, cause people take them out the night before, as per councils&#39; recommendations. I love watching the big communal bins being emptied, I find it facisnating to see the massive metal box coming out of the ground (the ones where I&#39;m from are a lot bigger than the ones you&#39;ve shown, which is why it&#39;s fascinating to me). And when they empty the glass one, oh boy do you know it! It&#39;s very loud. Which is probably why they do it during the day for this one, cause it&#39;d wake up everyone in the neighbourhood otherwise!"
2021-04-13T20:34:11Z,2021-04-13T20:34:11Z,0,"Garbage trucks are less fuel-efficient than an M1 Abrahams tank so the fewer stops it must make the less it costs to run. stopping and starting outside of every couple of houses across the city means it gets gallons per mile instead of miles per gallon! Apartment buildings are the worst. people put 55&quot; tv&#39;s into the organic recycling bin which means it is now contaminated and becomes ordinary garbage. Nothing is separated and 80% of the tenants just drop their garbage down the garbage shoot so recycling is only about 1`0% and 90% ends up in landfills. I love low-income people in Toronto social housing. If it doesn&#39;t involve getting drunk, fighting about money for crack, or trading girls like hockey cards to earn money from prostitution they don&#39;t care! Proper garbage and recycling separation is not even a slight consideration for them. It&#39;s the cities problem, let them go through the garbage and separate it out."
2021-04-13T06:47:49Z,2021-04-13T06:52:30Z,0,"I have those traditional-looking wheeled trash bins for my garbage and recycling service.  To keep the animals out, I just keep a dog leash hooked over the lid, except at pickup time.  So far, no critters have ever gotten in.   Granted, this doesn&#39;t cover the several hours that the bins are roadside for pickup (as I have to remove the strap so the truck can robo-grab the bin and dump it), but that exposure is a tiny fraction of daylight hours and hasn&#39;t been an issue.EDIT: I might actually prefer having the sort of centralized pickup documented in the video, but I live in a rural area.  Such a sidewalk underground service may be fantastic in urban areas, but would be severely impractical because in places like where I live."
2021-04-08T01:54:19Z,2021-04-08T01:54:19Z,2,"My house usually has the trash and recycling bins inside our garage so no animals can get to it, and then on garbage day, we just open the garage door and take them out. No stairs to worry about as well."
2021-03-31T12:36:08Z,2021-03-31T12:37:19Z,0,"I get the feeling in NYC or rather probably NY in general there would be garbaged piled on the sides of the bins. Also since we don’t know how to recycle the recycling bins would be mixed with regular garbage. I can’t speak for the rest of the country since I don’t live there, but NY 🥵. Plus technically there is garbage day there but it’s just random. I was hoping you guys had a better solution for the garbage we manage to collect."
2021-03-30T08:45:20Z,2021-03-30T08:45:20Z,0,"I guess this is the kind of thing that can work well in densely-packed city centres, but in lower density areas it is hard to see it being effective as it would either need a high number of underground bins per head or people would have to carry their rubbish a lot further. And if you have to carry rubbish further, and carry all the different types of recycling separately, I can imagine a lot more people wouldn&#39;t bother to separate it out – especially if you have to feed the recycling in a bit at a time – and would just junk everything into general waste."
2021-03-28T12:47:27Z,2021-03-28T12:47:27Z,0,"I am Dutch. I live in a rural village and we have 3 garbage containers behind the house and trash days to worry about. I actually hated the underground containers when we lived in the cities. You pay per time you use the underground container so you only trash completely full trashbags. In the summer in a south facing appartment it would get so gross with all food scraps and fruit flies. We&#39;d have to worry about maggots and everything in the house. Now, we take our food scraps outside every day and it&#39;s so much cleaner! Also, it&#39;s much cheaper because we only pay for 1 container. The compost bin and recycling bin are free to empty."
2021-03-24T03:10:51Z,2021-03-24T03:11:34Z,0,"So how do you get the bin out of the ground when everything is frozen solid for three months.  The ground, the giant bin, the pit the bin sits in, the contents of the bin, the mechanism that opens the bottom, the snowbanks around the bin, all frozen.  This was tried in some parks here and failed.  Don’t get me wrong, the Netherlands has some remarkable infrastructure, it just isn’t ideal for everywhere.  Here in Toronto, I can walk down the hall, open the hatch and drop my recycling 46 floors to the basement.  No garbage day!"
2021-03-22T21:37:28Z,2021-03-22T21:37:28Z,79,"In Ireland we make people feel better about having to go to the nearest recycling place by calling them Bottle Banks &quot;No its not a Recycling Bin, its a bottle bank! you&#39;re donating to the bottle factories! how nice of you!&quot;"
2021-03-21T16:04:27Z,2021-03-21T16:04:27Z,43,"I&#39;m Dutch and the underground system is only is city centers. smaller towns still use the bins or use a combination. Personally i have a bin for paper &amp; cardboard, and another one for compostables (gft, natural stuff like fruit peels, egg shells, weeds from your garden etc), but the plastic goes into an underground thing, and so does the &quot;restafval&quot; (whatever doesn&#39;t fit in the previous categories.) . Then there&#39;s also above-ground containers for recycling glass, textiles, and cans. empty batteries go into a recycling bin in the supermarket."
